H3_V_avg,H5_V_avg,H7_V_avg,H3_I_avg,H5_I_avg,H7_I_avg,U_THD,I_TDD
1.806981687286758,0.8072688742071472,2.237912097924537,1.9013669393078387,0.10818894633325542,2.8650970798877182,2.987493332459568,1.6520301125313566
1.441972732664736,1.2199182488139027,1.3561854211143423,2.634355187199927,3.114002593463852,2.6768460975315786,2.3252365023758057,2.3427782109351996
1.3106102871587706,1.3347602567971517,2.1986853849013146,1.2479873441697216,0.3362369065818568,1.6607814702406682,2.8867805059807083,1.0105563970099873
1.7944931340409147,0.6236642108027662,0.8944983142751849,3.1270758024626986,2.3973307437444675,0.9705858958280374,2.099830919430745,1.9486756512740433
1.1787504170463043,1.0896281855860037,1.6655748689577201,1.3125471401075055,1.4172242295189637,2.9701637382010726,2.313197305163096,1.7013675182853396
0.7201579035634157,0.7638344109345223,0.4720175780902479,2.2049338455274463,0.982048535202987,3.2489236098723957,1.1510304111615497,1.9435701728726116
0.5994351988186903,1.1862654110446857,1.5786170503664962,1.7866057649855849,0.6659241078865806,1.5120865909417263,2.063632713137596,1.1685544242078294
0.8827544824221565,1.357174551756605,1.682027238386749,4.5556204451680635,3.2769851144122644,1.358353055494589,2.3346078623287263,2.77260103233584
0.10087423433403758,0.9855283033183507,2.439395063034097,2.5412813285553395,0.6617856813824629,1.4579021183180214,2.63288623403085,1.4423208467333475
0.5902406663527453,0.45762083149921673,1.2836951209458456,2.332530863432045,0.5727120541956933,1.4167195127541659,1.4851511819268557,1.3390403619718219
0.4983349543014109,2.112933717123037,1.64267730283858,2.9608946295824645,1.168060250392247,1.872734359986231,2.7223547419274725,1.7733846807034241
0.7819555803116384,1.3122353653869316,1.023221988315491,3.150109418515021,1.5584651553619926,1.7564575574510268,1.838586256101408,1.8867085445068146
1.565180818218951,1.192340976209023,0.539753711187078,3.7062180941186194,1.252277282659002,2.522195629311044,2.0402946027492828,2.235156254843154
0.9718440074965902,0.9256798251248826,1.158618084576301,0.39877291626977307,1.201528789512795,3.3389177377321637,1.7730650804348729,1.7147250920997776
1.0355311156835456,1.3044307055928692,0.8667601259138531,4.251324427447549,2.3926087646814613,2.401758712654592,1.8775348926495394,2.61109895391811
0.6909584869319143,1.1019082039997088,1.323456077699503,0.9961665241076001,3.4165141909527645,2.234711849097368,1.855575735534623,2.017913596492683
0.7736703401476611,1.8289964022948242,0.6685201845021186,1.6287454802111867,2.492852536282523,1.4851302726307822,2.095402794671792,1.597897110097486
1.7072733539526204,1.773853834764315,1.6352250317299102,3.1841494266435375,2.5290366414729935,0.8290932795039203,2.9555542012659455,1.9928104666160849
1.3034826996525006,1.489956865892571,1.2890758452857953,3.8154100543718927,1.1222507819114207,3.178856258363273,2.362362196068391,2.4448654142272552
1.788346194650977,1.360908975315195,0.774466427411904,0.46289515670244696,3.321705665691359,1.3584384733590342,2.3769841392412028,1.737587921533176
1.4805184456300995,0.7848853349396341,1.8703007726553178,3.7693251261708838,1.1996959529064082,2.657931963574004,2.5111759868733508,2.288474000911864
1.1190718826459887,1.6392257483109944,1.1482072051279197,0.6362884339142478,1.4160249953029118,3.5075164885573447,2.2929811857846207,1.8419037524118849
0.9892259481771747,1.6703864359824396,1.3487607253157874,1.5082925775064246,1.0326577769506986,2.611822429839776,2.3638769672331756,1.5308445623410802
1.5085394372790843,0.6704601860606779,1.6657732594578243,2.6484542015148755,0.24944859474963743,2.8025032582721927,2.3452097234242313,1.8554930808011816
0.6974622942400828,1.6446617017167506,0.07768402948644998,3.756191173726007,2.7166188893739878,1.5985812914418078,1.7881276725719921,2.3546629723687795
1.393664390239079,0.3837118245458384,1.968427470826761,1.1318755080156793,1.230305046622584,1.9184280753363145,2.442179744577004,1.2219305573295154
0.7988249155548518,1.4670486583225444,1.9153744432182185,1.47660409986073,2.03315488585923,1.1363474856372018,2.5414586892827304,1.3242845511982615
0.7013915168307958,1.397912246776903,0.5428792432093901,1.6984623978234927,0.5097975098306087,2.0866866749548714,1.6555441952055079,1.3149854211796514
0.41149864801181396,1.22370550429164,1.186190703924095,2.669156353043972,1.0813286199306194,1.9092796984415117,1.7532354903506684,1.659226132040431
0.3448551525001645,0.6722665310138267,0.5686902943106232,3.35678329248224,1.5242003312009336,2.5884640566396335,0.9456616814539857,2.1630996758101038
1.8819337780640886,0.14445197362813747,1.6462920988345018,3.5780235349998906,0.9499928089873988,0.8805767189214594,2.5045596004863904,1.8272917798894712
1.6488301105955647,1.6354744189507402,0.30628587731264345,1.833692071461655,0.8524517560870208,1.445203011076261,2.3424833718278597,1.1935349747794697
0.45781947633002784,1.482239248436993,1.5398383567355853,1.1017514874663268,0.40006839627443225,1.911180166557794,2.1858028336033217,1.0766016617122351
1.3487900719486208,1.655067664988933,0.36984984974306856,1.2810294990667732,0.6976370859064736,2.881044802120929,2.166857758422102,1.5506900868709446
1.3296973969876469,1.495880686957463,1.0650074975786212,0.9049881196615157,1.1175737924788174,0.29370799970443906,2.267155743892936,0.7048038330683288
1.8894159783303135,-0.19186628409763964,1.8432711469451166,1.6584076102192875,2.288833285392444,2.703311930871507,2.646573998833907,1.8781228731321076
1.6995393249944097,0.762038318761667,1.0534570777156769,1.5981132642625577,3.707072380330852,3.7724280076848373,2.1398383422709335,2.6531841169327386
1.3689782536296524,0.7389539705017574,1.2663356361174731,3.4371064775426885,1.1162279089314826,3.9903512725315986,2.0059312981087487,2.5851738097028374
0.6736273895610153,0.8271240661839774,1.753225030032258,2.0810985677503657,2.6042691721659947,2.883123544531107,2.0522441586612246,2.116452001547012
1.6879942607293374,1.3229156238584256,0.7847895589482781,0.6147688990633943,2.3503613999674515,3.952643590372293,2.2837086118719574,2.2279130835222256
1.7908080752399245,1.5320322079342534,0.06537833553512656,3.1994959959889635,3.3837956847635167,0.43833807523172463,2.3576239257459557,2.246130188302328
0.4943872060250376,1.697230440938871,1.224347435345828,4.379547680994843,1.4492231379204839,4.190658468756537,2.1503573009080847,2.992773157346563
0.7248118006454496,1.0644788598781445,1.7107827035107044,4.137489718381551,0.10605646389060736,3.657941029609936,2.1413184835782295,2.652446878378598
0.9656172715342005,0.9559130474076307,1.5377759279391197,3.4766268207567927,2.5320876191998853,0.3421413947156751,2.052057814448296,2.0718495902801677
1.6995312735725798,1.5156863467828647,0.08918656535323655,2.795159828005819,4.279379665607393,2.5014426099782816,2.278961582632478,2.732633259459686
0.5880067518553561,1.5009247589379482,0.23534026208984216,0.049658689663963404,1.8253187881820139,0.46033831666713926,1.6290832118651704,0.9042756596291215
1.5464391163152282,1.2666012229888832,-0.14290916924280728,1.2223671039099961,2.5951313881754103,1.4151576952815603,2.0040398272490565,1.536003576348517
1.3371342441750476,0.43062326328905104,1.2671101049432414,3.2843612000361366,0.5483961033350526,0.09248975947848811,1.8918066497083044,1.5995978693947224
1.886927403921017,0.20741695251930836,1.84216863137336,1.9830965694802725,2.720377297021816,3.5166386997984675,2.6452036001556674,2.337729796059536
1.12875489416163,1.1966272626704793,1.2882824249265603,0.7278875249235613,0.10873197874173991,2.6407320076185874,2.0894200207796265,1.3164032141266166
1.5529673117662084,1.0283390602447031,0.8861607926835338,4.200320854844149,2.906673286740416,2.6124072655540096,2.0626365760183814,2.7550253832171214
1.592339854451434,0.3461936621326109,1.6447287422778807,0.3884964535060129,2.8409811935123366,3.4845567292022026,2.3152816026242213,2.1669824981348604
0.46172124929920033,1.7827456074548234,0.4454645118446002,2.748314382300572,3.095385996507891,3.5616810615573806,1.8946786123949437,2.6222658455485854
0.5188199237079545,0.6067729304966533,0.8293812664480378,3.680355679495264,1.041260947963875,1.7909793832124807,1.1511823433126374,2.028058049555325
1.2696292783036913,0.22757775338343664,1.5560836111995622,0.9391603998627309,2.4601955050823134,1.2994617932562167,2.021174495981204,1.4101170493515207
1.6552093621985648,1.1455719062088834,0.22873825400143988,1.1428394452466244,1.4222631480163603,1.0375044167595626,2.025925520311263,1.0078839413925043
0.5584766282786823,1.8324340104999517,1.8758381445188994,3.490347978456435,0.946438911503115,4.17055775512566,2.6811339562958376,2.650760924181348
1.7148674893266567,1.7960933041120661,0.6428432211085424,3.7032573324920945,1.5228647295479703,3.7419771343675676,2.5651450387747894,2.631719771717982
1.3056538987722124,1.5014856227528597,0.7962611523969617,2.4034928856231215,4.150290578120054,-0.12638465940952023,2.1431805807092315,2.3038379202191384
1.9798505966861792,1.1498535258125362,0.4607207719032558,1.5257152131888696,0.644155497148346,1.6889477822173948,2.3354303983816926,1.1358801875974196
1.591171896640899,1.4979430472410187,0.3710897066199211,3.8313239775212296,3.04069841475731,1.337366502271471,2.2166120426896456,2.4350136181031656
1.164614574311642,0.5869386851132202,0.9165376522596216,0.6087195699225995,1.208797724911159,2.796240351133347,1.5940092204222354,1.4917653873313965
0.7982711401479208,0.4301404274699371,0.98793531857641,4.773044930828535,2.8962843319749254,1.3106816205059926,1.3409973132813333,2.753861334579561
1.464959052521466,0.4492434152263321,-0.2822859362102149,3.374767578266589,0.701447290013946,3.629953466190755,1.5580789522584815,2.4037619101536625
2.0059653610941592,0.29231992732030043,1.8978550365937432,-0.007807107188769258,0.7154663913127562,4.026826101797485,2.776905059547842,1.9639661224254907
1.5277150115485327,0.9094701646998465,1.817346472611866,0.06548812999212054,2.0566601300528102,1.8436161856002136,2.5423999171068057,1.3266936577868371
1.175677912551995,0.39813331778906386,2.4056966862345033,4.260210365970215,3.2879116369482446,0.48139162731079554,2.7070473285400856,2.5944748415499994
0.5237474938705867,1.1002896828168132,1.4960663625967454,3.872541696893536,1.4626319883030319,1.3506249731108773,1.9295500472240412,2.090937996492393
0.26040741537602674,1.7840016671861494,1.2241427010196912,2.701292379157378,0.544388126806879,1.581012839572566,2.179219888621974,1.5255630667141205
1.4806385784527853,0.5188871172491997,1.9702627426651569,2.493236697039887,2.4330112235339376,2.5291162373190414,2.5186245682086676,2.067211054055585
0.7871691540771824,0.18212817529431108,0.9717654487574241,3.5771725554672553,1.62831642915047,2.5886219517578306,1.263777684866029,2.259924211070712
1.0950353579009782,0.4296683694694111,1.2096884378494281,0.26956877724098216,1.8181391056183802,1.1129192954721006,1.6873243492116194,1.031800911415419
1.4383189498308049,1.3329237261514684,0.9747669295180247,3.561499697294571,1.8885179156226135,1.938794462569621,2.1898898666512663,2.1480364192234456
1.8953754708534838,0.600932263264182,1.6082704174544074,2.193593340431672,1.6935727088300454,2.2524812952753814,2.5573622145100705,1.7149032191066713
2.107619317545127,1.3201305502289324,0.6646077267014727,3.427974465758561,2.803677019118809,4.219283085805041,2.5742003200466805,2.9372314367734935
1.2159139448263858,0.31466847716941093,1.5687516510954946,0.5959686149952048,2.865885057243248,2.895447806848794,2.0095881952684285,1.977119781302713
1.5443379603333083,0.648117856449154,1.6720746684308994,2.7843870320729422,0.17007123875594368,4.424275483252631,2.366615766951406,2.511581067139211
1.6012240711475347,0.9592393407716115,0.40977276834266435,1.8658197049605696,0.18259545213750367,2.63739669297991,1.9110134380954655,1.5538343577250295
1.6538542905566151,1.8737054094189274,0.7911152849488621,4.292794330021741,1.7593521012395696,4.420683717883755,2.6214250646848543,3.0772423703455627
0.8542434578913634,0.48809755912904207,1.164069685833969,-0.47242967960082194,0.564272149803716,1.0188371842432686,1.5241487283252635,0.6035286689373568
0.9848513461843548,1.1243426117865583,0.5254831264829255,2.8410743355285386,0.9728271918893825,3.8447320903645212,1.5843645410632068,2.342665831792471
1.432039271806668,0.9586654040885727,0.6854997832670315,4.481269787781547,3.6718683790180187,1.818761050953943,1.8546389907073628,2.9158914505340383
0.8131333257433208,1.526447542286182,0.8577557188019989,2.5296243003937042,4.281110736031455,0.8401298243135876,1.9305369144161562,2.4216856468922683
0.2823263468401574,0.4882879744578452,1.2508514153688435,2.8763176380207938,1.8481808399394595,3.1535875513297773,1.3721379578783224,2.233524006306728
1.8226211405523787,1.2691095881057022,0.6078754424665497,2.2459481487057267,1.8476217276002562,0.9922553378631166,2.30262882857055,1.475591620240616
0.7792446185158785,0.18995081318760237,0.6362411900033628,2.4403144311638987,2.0271468102300334,3.61481772601179,1.0237706475444017,2.3095211714837482
1.2738760077927815,1.021428736656256,2.0850413571400424,4.063969964151289,2.623079360977763,4.41999418032449,2.6482964728824565,3.14641236994574
0.5941368261949768,0.19227548171989237,1.5614656377489493,3.396656331245932,2.0134753462807873,4.2186691643934715,1.6817084667035453,2.774724932421101
1.1104671081795296,1.0656370193388767,1.897967457497687,3.707790719220937,0.7055200457548787,0.4254955397474391,2.4435629570474107,1.8239043307146545
-0.13374689057098516,1.0054601858064096,1.6169635259041466,1.6558130268341396,2.2725678827548292,3.323108346107026,1.9087717150260888,2.0903463256410233
2.277506227456509,0.4665195172627568,1.5297345318777853,2.8250329657733384,1.2370706874408244,2.9603345245329824,2.7829413960968714,2.052801045057635
0.9292842244402388,1.3081864692753344,2.137821773012688,1.2300107320640292,1.575964591182177,1.8452497422844873,2.6730512418125607,1.3064183673030336
0.09200063751178565,1.6420277455218188,0.250275604015747,2.4258313214822236,1.8908594697143075,2.843807038071161,1.6635375295831138,2.011526627599314
1.3430520966768693,0.5568867780762781,1.7809137979342344,2.8395900814450847,0.7633479150135001,1.9733366920540696,2.299035835661735,1.7004763210246732
1.3564397780071933,1.3996385802904756,0.28139581122008295,1.6298663264521387,1.6078431588476627,3.4322291188525824,1.9692893716693722,1.981181723191491
1.3373421369214036,1.7202383755177628,1.543751346208704,2.094481355993206,3.1226724482070347,0.9066680144695622,2.6703693150406522,1.8573204807346082
1.465914333264818,0.30683452143292494,0.784998305424498,1.3216148290102603,-0.326206663005952,2.564071142005481,1.6909389686010377,1.3940284972185426
0.5309184370958404,1.3160913994648158,0.4268335564371166,4.743690348451541,0.8473276389924467,1.5254460170934203,1.4819439407394277,2.427146097793894
1.2504329965068444,0.6021619021979275,1.3832073062020458,3.297813536009051,0.6771432970316968,3.3224779134609794,1.9594499450464236,2.271344444622426
1.115407283993756,1.675536887466859,1.3323949553628482,3.6798041968302937,2.0430271841124656,0.8114281569437011,2.41388350744704,2.058331409169185
1.7006015013556677,0.9054837340286745,1.327889144236418,1.5821898718261198,0.9272108707902824,1.8464860624832793,2.3399221863952206,1.2496764827178266
1.579898760881956,1.4418778865313422,1.4399439905893867,0.6019873677937563,0.4757479756537216,2.6205108620013777,2.5784744773487516,1.311198653717512
1.505043472834613,1.2791307588376601,1.4395295651912767,2.3728660610778,2.2182213147289875,0.6929856719287384,2.4440901624912423,1.5948992161917759
0.22844790864264497,0.34859956418491034,0.7822554860218799,2.7571245388255816,1.2129067792960335,3.6409854794202055,0.8863598301617889,2.2691452888603796
0.7840679192179434,0.999136147482469,0.1135313823625972,1.4698654609483512,2.5136109201535373,2.2729277495912137,1.2751176094517822,1.7738104185674346
1.8830932595872063,1.0466836898565206,1.2315404709085314,3.144914240753013,3.012489224707619,3.148492190443711,2.4815879799837917,2.5805318617704427
1.2944862930341747,1.335021484708124,1.9827230590912417,0.18847330211812396,2.5091675504179163,4.018572491815403,2.718302385044345,2.2767902602138275
1.2544173314918567,0.4528013637317545,0.649078374690764,2.2682336295376992,2.913045816832108,1.1240368814681458,1.4832041845395703,1.853231134231136
1.8155760683264117,1.2263281853210257,1.7711071959938145,-0.35366998058935856,0.7620207777173489,-0.29174547170549875,2.8172713709711075,0.42704617045461596
0.06601258224200933,1.552491963442162,0.6984707637804632,2.194279701985029,1.4121118946464564,2.6969194248008987,1.7036579367416516,1.8020136258010928
1.371240038840385,0.25218319927587896,0.25920049575183257,3.175719193140462,-0.060464818080094226,4.1762533998595295,1.4181257021554872,2.519555606312306
0.8739618060331595,0.5997178788752378,1.0625171670888571,3.0346291541077233,-0.17862365413124376,2.392815554503304,1.500804285376973,1.8577217316230281
1.1402200976201196,1.3609656950160753,0.5419030190628428,3.313514985845098,-0.18634650671654543,1.7035621601877153,1.8563373551423372,1.7913568842497563
0.9274879991892709,1.4198519371699245,1.6222332506111785,2.377230583724109,0.5680261836599126,3.8329008223213807,2.3468818102993203,2.1829264055730246
